#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:mbd_twin_evidence" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:mbd_twin_evidence" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:mbd_twin_evidence" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:mbd_twin_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.mbd_twin_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:mbd_twin_evidence" name="distribution" x="@BDBirthRate.t:mbd_twin_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:mbd_twin_evidence" name="distribution" x="@BDDeathRate.t:mbd_twin_evidence">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:mbd_twin_evidence" name="distribution">
#            <parameter id="clockRate.c:mbd_twin_evidence" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:mbd_twin_evidence">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t8" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t6" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t9" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t13" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t11" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t16" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t7" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t5" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t14" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t12" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t10" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t15" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean" spec="beast.core.parameter.RealParameter">8.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma" spec="beast.core.parameter.RealParameter">1.0E-4</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@mbd_twin_evidence" id="treeLikelihood.mbd_twin_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:mbd_twin_evidence">
#            <siteModel id="SiteModel.s:mbd_twin_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:mbd_twin_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:mbd_twin_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:mbd_twin_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:mbd_twin_evidence" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:mbd_twin_evidence" id="StrictClock.c:mbd_twin_evidence" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood.mbd_twin_evidence	TreeHeight	BirthDeath	BDBirthRate	BDDeathRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
0	-19378.65561845782	-19550.25200729764	-19378.65561845782	-171.5963888398215	-19378.65561845782	7.998260455515016	-28.58703991669379	0.30318659659314706	0.6263634553915985	-143.0093489231277	7.998260455515016	16.938936948079863
1	-18984.39736654669	-19111.43950934992	-18984.39736654669	-127.04214280322722	-18984.39736654669	7.998564840650162	-32.349426670617625	0.19150548038001916	0.30475336070904474	-94.69271613260959	7.998564840650162	4.572757944883428
2	-18915.81373899742	-19039.23454630463	-18915.81373899742	-123.42080730720787	-18915.81373899742	7.998564840650162	-28.728091174598276	0.08750439584756808	0.6953607843077909	-94.69271613260959	7.998564840650162	17.766012031783777
3	-18467.092217879388	-18579.265371866655	-18467.092217879388	-112.1731539872688	-18467.092217879388	7.998564840650162	-17.48043785465922	0.19149139753425581	0.8983279006143409	-94.69271613260959	7.998564840650162	295.14512577426785
4	-18448.658648302066	-18566.84768477086	-18448.658648302066	-118.18903646879517	-18448.658648302066	7.998564840650162	-23.496320336185576	0.22466583810567656	0.6635996054757285	-94.69271613260959	7.998564840650162	413.67092729177705
5	-18318.17373521839	-18433.834025831726	-18318.17373521839	-115.66029061333316	-18318.17373521839	7.998564840650162	-20.967574480723577	0.23452647054488301	0.7800391090917776	-94.69271613260959	7.998564840650162	234.09996102955543
6	-18296.37906939229	-18418.27331343046	-18296.37906939229	-121.89424403817189	-18296.37906939229	7.998564840650162	-27.2015279055623	0.2931440571616656	0.6215577468813832	-94.69271613260959	7.998564840650162	844.0373523250578
7	-18290.42283918406	-18408.937973809112	-18290.42283918406	-118.51513462505483	-18290.42283918406	7.998564840650162	-23.822418492445244	0.32866379031627735	0.5694582363706128	-94.69271613260959	7.998564840650162	918.9231136412152
8	-18070.604434036013	-18186.62256560761	-18070.604434036013	-116.01813157159532	-18070.604434036013	7.998564840650162	-21.325415438985733	0.3911294492930835	0.5250177327173571	-94.69271613260959	7.998564840650162	19.707209554952744
9	-17466.059549513968	-17591.290618421604	-17466.059549513968	-125.23106890763803	-17466.059549513968	7.998564840650162	-30.538352775028446	0.10279038643568175	0.4361707073795619	-94.69271613260959	7.998564840650162	207.49811341757768
10	-17420.583849976767	-17520.623299506937	-17420.583849976767	-100.03944953017083	-17420.583849976767	7.998564840650162	-5.34673339756124	0.31557616099572433	0.9627582633310465	-94.69271613260959	7.998564840650162	14.443509204538426
11	-17346.545317114458	-17468.21061238512	-17346.545317114458	-121.66529527066096	-17346.545317114458	7.998564840650162	-26.972579138051373	0.09379291683371399	0.8633732819576245	-94.69271613260959	7.998564840650162	0.43287623338326153
12	-16899.69023237786	-16933.16007577975	-16899.69023237786	-33.469843401891396	-16899.69023237786	7.999302156810108	-17.411989356740868	0.29811736293812596	0.7632146437065531	-16.057854045150528	7.999302156810108	0.8292406722336702
13	-16847.74434017637	-16893.342942902826	-16847.74434017637	-45.59860272645612	-16847.74434017637	7.999302156810108	-29.540748681305594	0.15386379850108087	0.7962379961807586	-16.057854045150528	7.999302156810108	1.2692437343887035
14	-16649.530129256145	-16695.35618621028	-16649.530129256145	-45.82605695413426	-16649.530129256145	7.999302156810108	-29.768202908983728	0.10286982641753224	0.8783632745958374	-16.057854045150528	7.999302156810108	0.13567895895982846
15	-15029.200044884336	-15070.298000101157	-15029.200044884336	-41.09795521682138	-15029.200044884336	7.999302156810108	-25.040101171670855	0.4497413799260766	0.23578955110509908	-16.057854045150528	7.999302156810108	0.32200620792306117
16	-14670.535433845467	-14716.245185648568	-14670.535433845467	-45.7097518031003	-14670.535433845467	7.999302156810108	-29.651897757949776	0.3520526850216663	0.5910664684534109	-16.057854045150528	7.999302156810108	0.17943770668588271
17	-14444.35545049862	-14483.895835128971	-14444.35545049862	-39.54038463035013	-14444.35545049862	7.999380883169432	-28.666503974505005	0.13921504233530305	0.7786196599478373	-10.873880655845124	7.999380883169432	0.1801139933523356
18	-14333.423382450928	-14375.930773093634	-14333.423382450928	-42.50739064270573	-14333.423382450928	7.999380883169432	-31.63350998686061	0.45555122018032584	0.29647344483982485	-10.873880655845124	7.999380883169432	0.1634862919906431
19	-14106.015992262981	-14142.873845681235	-14106.015992262981	-36.85785341825439	-14106.015992262981	7.9994322002560985	-29.029427798293668	0.22696963615221147	0.452138528702683	-7.828425619960726	7.9994322002560985	0.08540388378648839
20	-13907.458903880291	-13937.77744866705	-13907.458903880291	-30.31854478675836	-13907.458903880291	7.9994322002560985	-22.490119166797633	0.3190811047486589	0.5993417007860493	-7.828425619960726	7.9994322002560985	0.1431696551483652
21	-13669.725960426902	-13709.14280241724	-13669.725960426902	-39.41684199033894	-13669.725960426902	7.9994322002560985	-31.58841637037821	0.14542773825298907	0.4424968387277072	-7.828425619960726	7.9994322002560985	0.0706284343522659
